brand,category,coupon,features,id,image,name,price,size,uomSalePrice,type,simple_type
155,Coconut Dream,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  GLUTEN FREE VERIFIED']",1494792,https://images.heb.com/is/image/HEBGrocery/prd-small/coconut-dream-original-coconut-drink-001494792.jpg,"Coconut Dream Original Coconut Drink, 32 oz",2.58,,($0.09/oz), Original Coconut Drink, Original Coconut Drink
156,Nestle,Dairy & Eggs/Milk,0.0,,1925564,https://images.heb.com/is/image/HEBGrocery/prd-small/nestle-nido-pre-school-3-powdered-milk-beverage-001925564.jpg,"Nestle NIDO Pre-School 3+ Powdered Milk Beverage, 28.2 oz",10.69, 28.2 oz,($0.38/oz), NIDO Pre-School 3+ Powdered Milk Beverage, NIDO Pre-School 3+ Powdered Milk Beverage
157,Nestle,Dairy & Eggs/Milk,0.0,['  VEGETARIAN'],1148618,https://images.heb.com/is/image/HEBGrocery/prd-small/nestle-nido-fortificada-nbsp-dry-whole-milk-powdered-drink-mix-001148618.jpg,"Nestle NIDO Fortificada Dry Whole Milk Powdered Drink Mix, 12.6 oz",4.61, 12.6 oz,($0.37/oz), NIDO Fortificada Dry Whole Milk Powdered Drink Mix, NIDO Fortificada Dry Whole Milk Powdered Drink Mix
158,Dream,Dairy & Eggs/Milk,0.0,"['  VEGAN', '  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  VEGETARIAN']",2623046,https://images.heb.com/is/image/HEBGrocery/prd-small/dream-oat-beverage-chocolate-002623046.jpg,"Dream Oat Beverage Chocolate, 32 fl oz",2.58,,($0.09/oz), Oat Beverage Chocolate, Oat Beverage Chocolate
159,Goya,Dairy & Eggs/Milk,0.0,['  VEGETARIAN'],1964546,https://images.heb.com/is/image/HEBGrocery/prd-small/goya-coconut-milk-drink-001964546.jpg,"Goya Coconut Milk Drink, 11.15 oz",1.63, 11.15 oz,($0.15/oz), Coconut Milk Drink, Coconut Milk Drink
160,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  HEART HEALTHY', '  LESS THAN 5G NET CARBS', '  SUGAR FREE', '  VEGAN', '  GLUTEN FREE VERIFIED', '  VEGETARIAN']",1417091,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-original-unsweetened-almond-milk-001417091.jpg,"Blue Diamond Almond Breeze Original Unsweetened Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Original Unsweetened Almond Milk, Almond Breeze Original Unsweetened Almond Milk
161,Hill Country Fare,Dairy & Eggs/Milk,0.0,,3316025,https://images.heb.com/is/image/HEBGrocery/prd-small/hill-country-fare-reduced-fat-2-nbsp-milk-003316025.jpg,"Hill Country Fare Reduced Fat 2% Milk, 1/2 gal",1.6, 1/2 gal,($0.03/oz), Reduced Fat 2% Milk, Reduced Fat 2% Milk
162,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  KOSHER', '  SUGAR FREE', '  HEART HEALTHY', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",1292296,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-vanilla-unsweetened-almond-milk-001292296.jpg,"Blue Diamond Almond Breeze Vanilla Unsweetened Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Vanilla Unsweetened Almond Milk, Almond Breeze Vanilla Unsweetened Almond Milk
163,Planet Oat,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  VEGAN', '  KOSHER', '  LOW SODIUM', '  HEART HEALTHY', '  GLUTEN FREE VERIFIED']",2912526,https://images.heb.com/is/image/HEBGrocery/prd-small/planet-oat-extra-creamy-original-oat-milk-002912526.jpg,"Planet Oat Extra Creamy Original Oat Milk, 52 oz",4.1, 52 oz,($0.08/oz), Extra Creamy Original Oat Milk, Extra Creamy Original Oat Milk
164,Hill Country Fare,Dairy & Eggs/Milk,0.0,,3316023,https://images.heb.com/is/image/HEBGrocery/prd-small/hill-country-fare-whole-milk-003316023.jpg,"Hill Country Fare Whole Milk, 1/2 gal",1.6, 1/2 gal,($0.03/oz), Whole Milk, Whole Milk
165,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  VEGAN', '  GLUTEN FREE VERIFIED', '  VEGETARIAN']",1292295,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-vanilla-almond-milk-001292295.jpg,"Blue Diamond Almond Breeze Vanilla Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Vanilla Almond Milk, Almond Breeze Vanilla Almond Milk
166,Silk,Dairy & Eggs/Milk,0.0,"['  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  KOSHER', '  LOW SODIUM', '  SUGAR FREE']",1428405,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-original-unsweetened-almond-milk-001428405.jpg,"Silk Original Unsweetened Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Original Unsweetened Almond Milk, Original Unsweetened Almond Milk
167,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  HEART HEALTHY', '  VEGETARIAN', '  GLUTEN FREE VERIFIED', '  VEGAN']",1292293,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-original-almond-milk-001292293.jpg,"Blue Diamond Almond Breeze Original Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Original Almond Milk, Almond Breeze Original Almond Milk
168,Planet Oat,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  LOW SODIUM', '  HEART HEALTHY', '  VEGAN', '  KOSHER', '  GLUTEN FREE VERIFIED']",2912531,https://images.heb.com/is/image/HEBGrocery/prd-small/planet-oat-vanilla-oat-milk-002912531.jpg,"Planet Oat Vanilla Oat Milk, 52 oz",4.1, 52 oz,($0.08/oz), Vanilla Oat Milk, Vanilla Oat Milk
169,Silk,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",1360532,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-original-almond-milk-001360532.jpg,"Silk Original Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Original Almond Milk, Original Almond Milk
170,Silk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",314196,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-original-soy-milk-000314196.jpg,"Silk Original Soy Milk, 1/2 gal",2.66, 1/2 gal,($0.05/oz), Original Soy Milk, Original Soy Milk
171,Silk,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  SUGAR FREE', '  KOSHER', '  LOW SODIUM', '  GLUTEN FREE VERIFIED']",1518784,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-unsweetened-vanilla-almond-milk-001518784.jpg,"Silk Unsweetened Vanilla Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Unsweetened Vanilla Almond Milk, Unsweetened Vanilla Almond Milk
172,Silk,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  GLUTEN FREE VERIFIED', '  SUGAR FREE', '  KOSHER', '  LOW SODIUM']",2060869,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-almond-unsweetened-original-almond-milk-002060869.jpg,"Silk Almond Unsweetened Original Almond Milk, 96 oz",4.51, 96 oz,($0.05/oz), Almond Unsweetened Original Almond Milk, Almond Unsweetened Original Almond Milk
173,Hill Country Fare,Dairy & Eggs/Milk,0.0,,3316026,https://images.heb.com/is/image/HEBGrocery/prd-small/hill-country-fare-1-low-fat-milk-003316026.jpg,"Hill Country Fare 1% Low Fat Milk, 1/2 gal",1.6, 1/2 gal,($0.03/oz), 1% Low Fat Milk, 1% Low Fat Milk
174,H-E-B,Dairy & Eggs/Milk,0.0,"['  VEGETARIAN', '  ORGANIC', '  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  VEGAN', '  KOSHER']",1741526,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-organics-unsweet-vanilla-almond-milk-001741526.jpg,"H‑E‑B Organics Unsweet Vanilla Almond Milk, 1/2 gal",3.38, 1/2 gal,($0.06/oz), Organics Unsweet Vanilla Almond Milk, Organics Unsweet Vanilla Almond Milk
175,Silk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  SUGAR FREE', '  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS']",2060871,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-almond-unsweetened-vanilla-almond-milk-002060871.jpg,"Silk Almond Unsweetened Vanilla Almond Milk, 96 oz",4.51, 96 oz,($0.05/oz), Almond Unsweetened Vanilla Almond Milk, Almond Unsweetened Vanilla Almond Milk
176,H-E-B,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  VEGETARIAN', '  GLUTEN FREE VERIFIED', '  VEGAN', '  ORGANIC']",1741519,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-organics-original-almond-milk-001741519.jpg,"H‑E‑B Organics Original Almond Milk, 1/2 gal",3.38, 1/2 gal,($0.06/oz), Organics Original Almond Milk, Organics Original Almond Milk
177,Silk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",1360533,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-vanilla-almond-milk-001360533.jpg,"Silk Vanilla Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Vanilla Almond Milk, Vanilla Almond Milk
178,Silk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  HEART HEALTHY', '  KOSHER', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED', '  ORGANIC']",632482,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-organic-unsweetened-soy-milk-000632482.jpg,"Silk Organic Unsweetened Soy Milk, 1/2 gal",2.66, 1/2 gal,($0.05/oz), Organic Unsweetened Soy Milk, Organic Unsweetened Soy Milk
179,Central Market,Dairy & Eggs/Milk,0.0,['  ORGANIC'],2595154,https://images.heb.com/is/image/HEBGrocery/prd-small/central-market-organic-whole-milk-with-dha-002595154.jpg,"Central Market Organic Whole Milk with DHA, 1/2 gal",4.1, 1/2 gal,($0.07/oz), Organic Whole Milk with DHA, Organic Whole Milk with DHA
180,Silk,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",1407245,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-dark-chocolate-almond-milk-001407245.jpg,"Silk Dark Chocolate Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Dark Chocolate Almond Milk, Dark Chocolate Almond Milk
181,H-E-B,Dairy & Eggs/Milk,0.0,,3559135,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-organics-unsweetened-original-almond-milk-003559135.jpg,"H‑E‑B Organics Unsweetened Original Almond Milk, 64 oz",3.38, 64 oz,($0.06/oz), Organics Unsweetened Original Almond Milk, Organics Unsweetened Original Almond Milk
182,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  HEART HEALTHY', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",2228926,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-chocolate-almond-milk-002228926.jpg,"Blue Diamond Almond Breeze Chocolate Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Chocolate Almond Milk, Almond Breeze Chocolate Almond Milk
183,Califia Farms,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  SUGAR FREE', '  KOSHER', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",1894946,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-unsweetened-pure-almond-milk-001894946.jpg,"Califia Farms Unsweetened Pure Almond Milk, 48 oz",3.58, 48 oz,($0.08/oz), Unsweetened Pure Almond Milk, Unsweetened Pure Almond Milk
184,Silk,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  HEART HEALTHY', '  GLUTEN FREE VERIFIED']",314200,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-vanilla-soy-milk-000314200.jpg,"Silk Vanilla Soy Milk, 1/2 gal",2.66, 1/2 gal,($0.05/oz), Vanilla Soy Milk, Vanilla Soy Milk
185,Central Market,Dairy & Eggs/Milk,0.0,['  ORGANIC'],2595159,https://images.heb.com/is/image/HEBGrocery/prd-small/central-market-organics-2-reduced-fat-milk-with-dha-002595159.jpg,"Central Market Organics 2% Reduced Fat Milk with DHA, 1/2 gal",4.1, 1/2 gal,($0.07/oz), Organics 2% Reduced Fat Milk with DHA, Organics 2% Reduced Fat Milk with DHA
186,Simply,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  KOSHER', '  GLUTEN FREE VERIFIED', '  SUGAR FREE']",4029575,https://images.heb.com/is/image/HEBGrocery/prd-small/simply-almond-unsweetened-original-milk-004029575.jpg,"Simply Almond Unsweetened Original Milk, 46 oz",3.75, 46 oz,($0.09/fl oz), Almond Unsweetened Original Milk, Almond Unsweetened Original Milk
187,Califia Farms,Dairy & Eggs/Milk,0.0,"['  SUGAR FREE', '  LESS THAN 5G NET CARBS', '  VEGAN', '  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED', '  VEGETARIAN']",2119710,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-unsweetened-vanilla-pure-almond-milk-002119710.jpg,"Califia Farms Unsweetened Vanilla Pure Almond Milk, 48 oz",3.58, 48 oz,($0.08/oz), Unsweetened Vanilla Pure Almond Milk, Unsweetened Vanilla Pure Almond Milk
188,Califia Farms,Dairy & Eggs/Milk,0.0,"['  VEGAN', '  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS', '  KOSHER', '  SUGAR FREE', '  VEGETARIAN']",1894945,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-coconut-blend-almond-milk-001894945.jpg,"Califia Farms Coconut Blend Almond Milk, 48 oz",3.58, 48 oz,($0.08/oz), Coconut Blend Almond Milk, Coconut Blend Almond Milk
189,Silk,Dairy & Eggs/Milk,0.0,"['  SUGAR FREE', '  KOSHER', '  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS', '  HEART HEALTHY']",1947864,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-unsweetened-vanilla-cashew-milk-001947864.jpg,"Silk Unsweetened Vanilla Cashew Milk, 1/2 gal",3.17, 1/2 gal,($0.05/oz), Unsweetened Vanilla Cashew Milk, Unsweetened Vanilla Cashew Milk
190,Califia Farms,Dairy & Eggs/Milk,0.0,"['  KOSHER', '  LOW SODIUM', '  VEGETARIAN', '  VEGAN', '  GLUTEN FREE VERIFIED']",3301520,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-unsweetened-oat-milk-003301520.jpg,"Califia Farms Unsweetened Oat Milk, 48 oz",3.58, 48 oz,($0.08/fl oz), Unsweetened Oat Milk, Unsweetened Oat Milk
191,Central Market,Dairy & Eggs/Milk,0.0,['  ORGANIC'],1354723,https://images.heb.com/is/image/HEBGrocery/prd-small/central-market-organics-plain-soy-milk-001354723.jpg,"Central Market Organics Plain Soy Milk, 1/2 gal",2.97, 1/2 gal,($0.05/oz), Organics Plain Soy Milk, Organics Plain Soy Milk
192,Silk,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  GLUTEN FREE VERIFIED']",1669685,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-light-vanilla-almond-milk-001669685.jpg,"Silk Light Vanilla Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Light Vanilla Almond Milk, Light Vanilla Almond Milk
193,Hill Country Fare,Dairy & Eggs/Milk,0.0,,3952022,https://images.heb.com/is/image/HEBGrocery/prd-small/hill-country-fare-unsweetened-vanilla-almond-milk-003952022.jpg,"Hill Country Fare Unsweetened Vanilla Almond Milk, 64 oz",1.87, 64 oz,($0.03/oz), Unsweetened Vanilla Almond Milk, Unsweetened Vanilla Almond Milk
194,Silk,Dairy & Eggs/Milk,0.0,"['  GLUTEN FREE VERIFIED', '  LESS THAN 5G NET CARBS', '  HEART HEALTHY', '  KOSHER']",1669683,https://images.heb.com/is/image/HEBGrocery/prd-small/silk-light-original-almond-milk-001669683.jpg,"Silk Light Original Almond Milk, 1/2 gal",2.86, 1/2 gal,($0.05/oz), Light Original Almond Milk, Light Original Almond Milk
195,OATLY,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  HEART HEALTHY', '  VEGETARIAN', '  KOSHER', '  VEGAN', '  GLUTEN FREE VERIFIED']",2242163,https://images.heb.com/is/image/HEBGrocery/prd-small/oatly-low-fat-oat-milk-002242163.jpg,"OATLY Low-Fat Oat Milk, 1/2 gal",4.51, 1/2 gal,($0.08/oz), Low-Fat Oat Milk, Low-Fat Oat Milk
196,Simply,Dairy & Eggs/Milk,0.0,"['  LOW SODIUM', '  GLUTEN FREE VERIFIED', '  KOSHER']",4029574,https://images.heb.com/is/image/HEBGrocery/prd-small/simply-almond-vanilla-milk-004029574.jpg,"Simply Almond Vanilla Milk, 46 oz",3.75, 46 oz,($0.09/oz), Almond Vanilla Milk, Almond Vanilla Milk
197,Central Market,Dairy & Eggs/Milk,0.0,['  ORGANIC'],2904573,https://images.heb.com/is/image/HEBGrocery/prd-small/central-market-organics-chocolate-milk-002904573.jpg,"Central Market Organics Chocolate Milk, 1/2 gal",3.07, 1/2 gal,($0.05/oz), Organics Chocolate Milk, Organics Chocolate Milk
198,H-E-B,Dairy & Eggs/Milk,0.0,,4557006,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-low-fat-original-oat-milk-004557006.jpg,"H‑E‑B Low Fat Original Oat Milk, 64 oz",3.58, 64 oz,($0.06/fl oz), Low Fat Original Oat Milk, Low Fat Original Oat Milk
199,Hill Country Fare,Dairy & Eggs/Milk,0.0,,3952021,https://images.heb.com/is/image/HEBGrocery/prd-small/hill-country-fare-original-almond-milk-003952021.jpg,"Hill Country Fare Original Almond Milk, 64 oz",1.87, 64 oz,($0.03/oz), Original Almond Milk, Original Almond Milk
200,Califia Farms,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",1894881,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-original-pure-almond-milk-001894881.jpg,"Califia Farms Original Pure Almond Milk, 48 oz",3.58, 48 oz,($0.08/oz), Original Pure Almond Milk, Original Pure Almond Milk
201,Califia Farms,Dairy & Eggs/Milk,0.0,"['  HEART HEALTHY', '  KOSHER', '  LESS THAN 5G NET CARBS', '  GLUTEN FREE VERIFIED', '  VEGAN', '  VEGETARIAN']",1894947,https://images.heb.com/is/image/HEBGrocery/prd-small/califia-farms-vanilla-almond-milk-001894947.jpg,"Califia Farms Vanilla Almond Milk, 48 oz",3.58, 48 oz,($0.08/oz), Vanilla Almond Milk, Vanilla Almond Milk
202,Blue Diamond,Dairy & Eggs/Milk,0.0,"['  LESS THAN 5G NET CARBS', '  LOW SODIUM', '  KOSHER', '  SUGAR FREE', '  VEGAN', '  GLUTEN FREE VERIFIED', '  VEGETARIAN']",1519320,https://images.heb.com/is/image/HEBGrocery/prd-small/blue-diamond-almond-breeze-unsweetened-almond-coconut-almond-milk-001519320.jpg,"Blue Diamond Almond Breeze Unsweetened Almond Coconut Almond Milk, 1/2 gal",2.8, 1/2 gal,($0.05/oz), Almond Breeze Unsweetened Almond Coconut Almond Milk, Almond Breeze Unsweetened Almond Coconut Almond Milk
203,H-E-B,Dairy & Eggs/Milk,0.0,['  SELECT INGREDIENTS'],2768019,https://images.heb.com/is/image/HEBGrocery/prd-small/h-e-b-select-ingredients-lactose-free-chocolate-reduced-fat-2-milk-002768019.jpg,"H‑E‑B Select Ingredients Lactose Free Chocolate Reduced Fat 2% Milk, 1/2 gal",2.96, 1/2 gal,($0.05/oz), Select Ingredients Lactose Free Chocolate Reduced Fat 2% Milk, Select Ingredients Lactose Free Chocolate Reduced Fat 2% Milk
204,Nestle,Dairy & Eggs/Milk,0.0,"['  GLUTEN FREE VERIFIED', '  LOW SODIUM', '  KOSHER']",4000022,https://images.heb.com/is/image/HEBGrocery/prd-small/nestle-nesquik-lowfat-chocolate-milk-004000022.jpg,"Nestle Nesquik Lowfat Chocolate Milk, 56 oz",3.38, 56 oz,($0.07/fl oz), Nesquik Lowfat Chocolate Milk, Nesquik Lowfat Chocolate Milk
